"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
2,0.519440650939941,"fixest::fepois",2,"simple",3,5e+05
2,6.09516596794128,"pyfixest.fepois",3,"simple",3,5e+05
2,3.35444283485413,"GLFixedEffectModels Poisson",3,"simple",3,5e+05
2,1.06151533126831,"fixest::fepois",3,"simple",3,5e+05
3,1.18796396255493,"pyfixest.fepois",2,"simple",3,5e+05
3,1.45313191413879,"GLFixedEffectModels Poisson",2,"simple",3,5e+05
3,0.50251579284668,"fixest::fepois",2,"simple",3,5e+05
3,9.31670022010803,"pyfixest.fepois",3,"simple",3,5e+05
3,4.26778483390808,"GLFixedEffectModels Poisson",3,"simple",3,5e+05
3,1.34818744659424,"fixest::fepois",3,"simple",3,5e+05
4,1.17385315895081,"pyfixest.fepois",2,"simple",3,5e+05
4,1.2620530128479,"GLFixedEffectModels Poisson",2,"simple",3,5e+05
4,0.487438678741455,"fixest::fepois",2,"simple",3,5e+05
4,7.61093306541443,"pyfixest.fepois",3,"simple",3,5e+05
4,3.49491286277771,"GLFixedEffectModels Poisson",3,"simple",3,5e+05
4,1.11471486091614,"fixest::fepois",3,"simple",3,5e+05
2,1.11259031295776,"pyfixest.fepois",2,"difficult",3,5e+05
2,1.62960290908813,"GLFixedEffectModels Poisson",2,"difficult",3,5e+05
2,0.486303567886353,"fixest::fepois",2,"difficult",3,5e+05
2,NA,"pyfixest.fepois",3,"difficult",3,5e+05
